"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","SCHOOL_CODE_CHANGE_IND","Cluster","WEBSITE","PHONE_NUMBER","STREET","CITY","STATE","ZIP_CODE","TOTAL_ENROLL","GRADES","SSAS","SINGLESCORE","PCT_ASIAN","PCT_NATIVE","PCT_BLACK","PCT_HISPANIC","PCT_MULTI","PCT_WHITE","PCT_ED","PCT_SWD","PCT_LEP","CONTENT_MASTERYE","PROGRESSE","CLOSING_GAPE","READINESSE","CCRPISCOREE","THIRD_GRADE_READING","FIFTH_GRADE_READING","CONTENT_MASTERYM","PROGRESSM","CLOSING_GAPM","READINESSM","CCRPISCOREM","EIGHTH_GRADE_READING","CONTENT_MASTERYH","PROGRESSH","CLOSING_GAPH","READINESSH","GRADUATION_RATEH","CCRPISCOREH","ENGLISH_BEGH","ENGLISH_DEVH","ENGLISH_PROFH","ENGLISH_DISTH","MATH_BEGH","MATH_DEVH","MATH_PROFH","MATH_DISTH","SCIENCE_BEGH","SCIENCE_DEVH","SCIENCE_PROFH","SCIENCE_DISTH","SOC_BEGH","SOC_DEVH","SOC_PROFH","SOC_DISTH","COLLEGE_READINESS","ACCELERATED_COURSE_TAKING","FOUR_YEAR_GRADUATION_RATE","ENGLISH_BEGE","ENGLISH_DEVE","ENGLISH_PROFE","ENGLISH_DISTE","MATH_BEGE","MATH_DEVE","MATH_PROFE","MATH_DISTE","SCIENCE_BEGE","SCIENCE_DEVE","SCIENCE_PROFE","SCIENCE_DISTE","SOC_BEGE","SOC_DEVE","SOC_PROFE","SOC_DISTE","ENGLISH_BEGM","ENGLISH_DEVM","ENGLISH_PROFM","ENGLISH_DISTM","MATH_BEGM","MATH_DEVM","MATH_PROFM","MATH_DISTM","SCIENCE_BEGM","SCIENCE_DEVM","SCIENCE_PROFM","SCIENCE_DISTM","SOC_BEGM","SOC_DEVM","SOC_PROFM","SOC_DISTM","COLLEGEENROLLMENT","FINANCIALEFFICIENCY","SCHOOLCLIMATE","MOBILITY","PPE"
"2019","SCHOOL","7384050","First District RESA","738","Toombs County","Toombs Central Elementary School","4050","N","E","http://www.toombscountyschools.org/","(912)565-7781","117 East Wesley Avenue","Lyons","GA","30436","466","PK, KK, 01, 02, 03, 04, 05","","82.5","0","0","4","25","3","68",47.6,15,17,"85.9","80.1","77.8","85.3","82.5","61.9","72.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4","35.3","37.8","16.4","6","23.9","47.8","22.4","9.8","19.7","55.7","14.8","6.6","50.8","26.2","16.4","","","","","","","","","","","","","","","","","","3.5","4","15.3","9816.23"
"2020","SCHOOL","7384050","First District RESA","738","Toombs County","Toombs Central Elementary School","4050","N","E","http://www.toombscountyschools.org/","(912)565-7781","117 East Wesley Avenue","Lyons","GA","30436","465","PK, KK, 01, 02, 03, 04, 05","","","1","0","3","23","3","70",39.9,13.4,16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2","10051.55"
"2021","SCHOOL","7384050","First District RESA","738","Toombs County","Toombs Central Elementary School","4050","N","E","http://www.toombscountyschools.org/","(912)565-7781","117 East Wesley Avenue","Lyons","GA","30436","444","PK, KK, 01, 02, 03, 04, 05","","","1","0","2","24","4","69",39.8,13.9,15,"","","","","","56.9","64.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2","36.6","38.8","10.4","4.9","36.1","44.8","14.2","18.3","28.3","45","8.3","","","","","","","","","","","","","","","","","","","","","","","","12.3","11997.92"
"2022","SCHOOL","7384050","First District RESA","738","Toombs County","Toombs Central Elementary School","4050","N","E","http://www.toombscountyschools.org/","912.565.7781","6287 US Highway 1 S","Lyons","GA","30436-5925","451","PK, KK, 01, 02, 03, 04, 05","","",".7","0","3.3","22.4","3.3","70.3",35.7,15.7,12.4,"74.8","100.00+","","76.5","","45.4","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.1","31.3","38","8.7","12.5","33.2","41.3","13","1.7","30","53.3","15","","","","","","","","","","","","","","","","","","","","","","","","9.4","11958.15"
"2023","SCHOOL","7384050","First District RESA","738","Toombs County","Toombs Central Elementary School","4050","N","E","http://www.toombscountyschools.org/","912.565.7781","6287 US Highway 1 S","Lyons","GA","30436-5925","469","PK, KK, 01, 02, 03, 04, 05","","88.8",".9","0","3.4","19.8","3.2","72.7",35,16.4,9,"80.2","98.6","83.3","88.7","88.8","57.6","80.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5","36.5","40.6","9.4","7.8","32.8","41.2","18.2","10.7","21.4","50","17.9","","","","","","","","","","","","","","","","","","","","","","","","8.1","12913.17"
"2024","SCHOOL","7384050","First District RESA","738","Toombs County","Toombs Central Elementary School","4050","N","E","http://www.toombscountyschools.org/","912.565.7781","172 North Toombs Central Rd","Lyons","GA","30436-5925","460","PK, KK, 01, 02, 03, 04, 05","","91.6",".9","0","5","22",".9","71.3",66.9,15.7,8.3,"87.9","100","81.3","90","91.6","60","79.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.6","30","41.1","20.3","7.1","30.5","40.6","21.8","13.2","17.7","47.1","22.1","","","","","","","","","","","","","","","","","","","","","","3.5","4","7.6","14189.88"
"2025","SCHOOL","7384050","First District RESA","738","Toombs County","Toombs Central Elementary School","4050","N","E","http://www.toombscountyschools.org/","912.565.7781","172 North Toombs Central Rd","Lyons","GA","30436-5925","459","PK, KK, 01, 02, 03, 04, 05","","65.3",".7","0","5.4","24","1.5","68.4",59.8,16.8,7.2,"72.5","75.1","0","86.2","65.3","41.3","65.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7","31.3","37.9","10.1","14.7","36.9","35.4","13.1","14.1","25","46.9","14.1","","","","","","","","","","","","","","","","","","","","","","0.0","","11.1",""
"2018","DISTRICT","739","Pioneer RESA","739","Towns County","Towns County","739","N","EMH","http://www.towns.k12.ga.us/","(706)896-2279","67 Lakeview Circle","Hiawassee","GA","30546","1054","DISTRICT","","79.6","1","0","1","5","2","91",26,13,1,"72.9","87.6","100","82.2","84.0","66.7","65.9","73.7","90.1","39.3","87","76.9","76.4","76.1","64.8","58.3","75","96.6","73.8","9.7","14.5","66.1","9.7","31.5","50","18.5","0","6.5","19.4","58.1","16.1","8.3","31.3","35.4","25","77.9","48.9","97.6","15.5","34.3","39.1","11.1","12.6","31.9","47.3","8.2","25.6","30.5","28","15.9","12.2","54.9","19.5","13.4","11","39.5","41","8.6","9.6","39.9","36.1","14.4","22.2","44.4","27.8","5.6","7","31","45.1","16.9","","2.5","","13.3","13925.72"
"2019","DISTRICT","739","Pioneer RESA","739","Towns County","Towns County","739","N","EMH","http://www.towns.k12.ga.us/","(706)896-2279","67 Lakeview Circle","Hiawassee","GA","30546","1001","DISTRICT","","79.6","1.0","0.0","1.0","5.0","2.0","91.0",26,13,1,"72.8","83.9","42.9","84.7","74.6","66.7","65.9","78.3","87.2","71.4","86.8","82.1","76.4","82.2","82.9","95.8","76.9","98","85.3","9.7","14.5","66.1","9.7","31.5","50","18.5","0","6.5","19.4","58.1","16.1","8.3","31.3","35.4","25","77.9","48.9","97.6","15.5","34.3","39.1","11.1","12.6","31.9","47.3","8.2","25.6","30.5","28","15.9","12.2","54.9","19.5","13.4","11","39.5","41","8.6","9.6","39.9","36.1","14.4","22.2","44.4","27.8","5.6","7","31","45.1","16.9","57.14","2.5","","13.3","13925.72"
"2020","DISTRICT","739","Pioneer RESA","739","Towns County","Towns County","739","N","EMH","http://www.towns.k12.ga.us/","(706)896-2279","67 Lakeview Circle","Hiawassee","GA","30546","977","DISTRICT","","","2.0","0.0","1.0","6.0","2.0","89.0",21.7,12.8,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.83","","","10.1","14522.07"
"2021","DISTRICT","739","Pioneer RESA","739","Towns County","Towns County","739","N","EMH","http://www.towns.k12.ga.us/","(706)896-2279","67 Lakeview Circle","Hiawassee","GA","30546","1003","DISTRICT","","","1","0","1","7","2","89",25.8,14.1,2,"","","","","","39.4","64.4","","","","","","76.7","","","","","","","21","41.9","35.5","1.6","50.7","35.6","13.7","0","25.6","34.9","37.2","2.3","27.3","40.9","22.7","9.1","82","52.4","91.1","23.8","35.5","33.9","6.9","14.8","43.4","33.9","7.9","13.8","36.2","37.9","12.1","","","","","16.1","35.6","39","9.3","14.6","37.1","40","8.3","14.3","40","25.7","20","7.1","42.9","40","10","42.47","","","12.3","14287.18"
"2022","DISTRICT","739","Pioneer RESA","739","Towns County","Towns County","739","N","EMH","http://www.towns.k12.ga.us/","706-8962279","67 Lakeview Circle","Hiawassee","GA","30546","1024","DISTRICT","","","1",".3",".7","6.7","2.1","89.3",22,16.4,1.7,"67.9","TFS","","71.8","","39.1","56","73.1","TFS","","79.3","","65.4","73.9","TFS","","71.8","91.3","","18.9","31.1","39.2","10.8","10.8","48.7","31.1","9.5","16.7","24.2","45.5","13.6","11.8","36.8","35.5","15.8","","45.1","90.8","24.2","42.5","27.1","6.3","14.6","39","34.2","12.2","8.2","27.4","49.3","15.1","","","","","19.5","29.3","40.5","10.7","13.2","35.8","37.3","13.7","19.8","32.1","33.3","14.8","14.8","42","27.2","16.1","54.41","","","11.7","15565.12"
"2023","DISTRICT","739","Pioneer RESA","739","Towns County","Towns County","739","N","EMH","http://www.towns.k12.ga.us/","706.896.4131","67 Lakeview Circle","Hiawassee","GA","30546-3520","1015","DISTRICT","","75.5","1.2",".1",".9","6.2","2.5","89.2",24.3,16.3,1.7,"66.1","88.2","65.4","80.3","76.6","54.6","42","79.9","99.6","100","88.1","91.5","78.5","66.6","51","12.5","83.1","93.5","63.1","14.7","48","30.7","6.7","26.3","30.3","31.6","11.8","20.3","42","29","8.7","12.5","41.7","30.6","15.3","77.5","100","94.3","29.4","26","34.8","9.8","17.2","29.4","38.7","14.7","43.3","22.4","28.4","6","","","","","9.7","32.5","46.1","11.7","4.4","41.8","41.3","12.6","15.4","30.8","41.5","12.3","10.8","33.9","38.5","16.9","53.04","","","9.9","17011.61"
"2024","DISTRICT","739","Pioneer RESA","739","Towns County","Towns County","739","N","EMH","http://www.towns.k12.ga.us/","706.896-2279","67 Lakeview CircleSuite C","Hiawassee","GA","30546","993","DISTRICT","","78.5","1.3",".2",".8","6","2.8","88.8",53.8,17.3,2.2,"72.9","67.8","100","84","77.4","41.7","68.3","79.4","99.7","18.2","85.6","78.5","81.8","83.2","63.1","100","81.3","94.1","80.2","7.1","34.3","47.1","11.4","8.5","33.8","39.4","18.3","10.7","32.1","44.6","12.5","7.6","25.8","50","16.7","77.1","92.5","93.3","21.4","32.8","37","8.9","16.2","29.2","39.1","15.6","19.1","22.2","41.3","17.5","","","","","15.3","32.5","42.9","9.4","5.9","25.3","50.5","18.3","16.7","42.4","33.3","7.6","10.6","34.9","42.4","12.1","56.95","2","","9.1","18923.26"
"2025","DISTRICT","739","Pioneer RESA","739","Towns County","Towns County","739","N","EMH","http://www.towns.k12.ga.us/","N/A","67 Lakeview CircleSuite C","Hiawassee","GA","30546","988","DISTRICT","","69.8","1.7",".2",".5","6.3","3.6","87.7",46.2,17.1,2.4,"69.8","78.5","27.3","86.5","74.0","36.3","58.1","81","91.9","59.4","85.9","74.0","82.1","77.2","79.4","16.7","76.6","94.7","74.0","17.4","34.8","40.6","7.3","10.7","30.7","48","10.7","13.2","38.2","36.8","11.8","7.3","27.5","49.3","15.9","72.8","86.3","94","24.1","31.1","34.4","10.4","16.5","37.3","31.6","14.6","23.9","19.7","39.4","16.9","","","","","16.8","32.6","39.5","11.1","7.9","28.4","47.4","16.3","10.9","39.1","34.4","15.6","3.1","26.6","46.9","23.4","","0.0","","10.7",""
"2018","SCHOOL","7390103","Pioneer RESA","739","Towns County","Towns County Elementary School","0103","N","E","http://www.towns.k12.ga.us/","(706)896-4131","1150 Konahetah Rd","Hiawassee","GA","30546","450","PK, KK, 01, 02, 03, 04, 05","","84.0","2","0","1","6","1","90",32.9,14,2,"72.9","87.6","100","82.2","84.0","58.3","59.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","41.6","36.4","7.7","9.1","37.3","42.1","11.5","17.4","29","44.9","8.7","2.9","55.1","39.1","2.9","","","","","","","","","","","","","","","","","","","5","13.2",""
"2019","SCHOOL","7390103","Pioneer RESA","739","Towns County","Towns County Elementary School","0103","N","E","http://www.towns.k12.ga.us/","(706)896-4131","1150 Konahetah Rd","Hiawassee","GA","30546","454","PK, KK, 01, 02, 03, 04, 05","","74.6","1","0","1","6","1","90",33.2,14,2,"72.8","83.9","42.9","84.7","74.6","66.7","65.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5","34.3","39.1","11.1","12.6","31.9","47.3","8.2","25.6","30.5","28","15.9","12.2","54.9","19.5","13.4","","","","","","","","","","","","","","","","","","2","5","18.5","13995.94"
"2020","SCHOOL","7390103","Pioneer RESA","739","Towns County","Towns County Elementary School","0103","N","E","http://www.towns.k12.ga.us/","(706)896-4131","1150 Konahetah Rd","Hiawassee","GA","30546","420","PK, KK, 01, 02, 03, 04, 05","","","1","1","0","8","2","89",27.3,12,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7","14885.26"
"2021","SCHOOL","7390103","Pioneer RESA","739","Towns County","Towns County Elementary School","0103","N","E","http://www.towns.k12.ga.us/","(706)896-4131","1150 Konahetah Rd","Hiawassee","GA","30546","432","PK, KK, 01, 02, 03, 04, 05","","","2","1","0","8","1","89",33.9,14.7,2,"","","","","","39.4","64.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.8","35.5","33.9","6.9","14.8","43.4","33.9","7.9","13.8","36.2","37.9","12.1","","","","","","","","","","","","","","","","","","","","","","","","13.7","14459.42"
"2022","SCHOOL","7390103","Pioneer RESA","739","Towns County","Towns County Elementary School","0103","N","E","http://www.towns.k12.ga.us/","706.896.4131","1150 Konahetah Rd","Hiawassee","GA","30546-3520","482","PK, KK, 01, 02, 03, 04, 05","","","1.5",".2",".2","7.9","1.9","88.4",26.6,18.9,1.9,"67.9","TFS","","71.8","","39.1","56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.2","42.5","27.1","6.3","14.6","39","34.2","12.2","8.2","27.4","49.3","15.1","","","","","","","","","","","","","","","","","","","","","","","","13.4","15306.97"
"2023","SCHOOL","7390103","Pioneer RESA","739","Towns County","Towns County Elementary School","0103","N","E","http://www.towns.k12.ga.us/","706.896.4131","1150 Konahetah Rd","Hiawassee","GA","30546-3520","479","PK, KK, 01, 02, 03, 04, 05","","76.6","1.3","0",".6","5.6","3.8","88.7",32.4,19.6,1.5,"66.1","88.2","65.4","80.3","76.6","54.6","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.4","26","34.8","9.8","17.2","29.4","38.7","14.7","43.3","22.4","28.4","6","","","","","","","","","","","","","","","","","","","","","","","","14.7","16264.72"
"2024","SCHOOL","7390103","Pioneer RESA","739","Towns County","Towns County Elementary School","0103","N","E","http://www.towns.k12.ga.us/","706.896.4131","1150 Konahetah Rd","Hiawassee","GA","30546-3520","467","PK, KK, 01, 02, 03, 04, 05","","77.4","1.7","0",".4","4.5","4.5","88.9",59.5,20.3,1.5,"72.9","67.8","100","84","77.4","41.7","68.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4","32.8","37","8.9","16.2","29.2","39.1","15.6","19.1","22.2","41.3","17.5","","","","","","","","","","","","","","","","","","","","","","2","5","10.6","18682.07"
"2025","SCHOOL","7390103","Pioneer RESA","739","Towns County","Towns County Elementary School","0103","N","E","http://www.towns.k12.ga.us/","706.896.4131","1150 Konahetah Rd","Hiawassee","GA","30546-3520","472","PK, KK, 01, 02, 03, 04, 05","","69.8","2.1","0",".4","5.1","5.7","86.7",49.7,18.2,2.1,"69.8","78.5","27.3","86.5","69.8","36.3","58.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1","31.1","34.4","10.4","16.5","37.3","31.6","14.6","23.9","19.7","39.4","16.9","","","","","","","","","","","","","","","","","","","","","","0.0","","12.2",""
"2018","SCHOOL","7390104","Pioneer RESA","739","Towns County","Towns County Middle School","0104","N","M","http://www.towns.k12.ga.us/","(706)896-4131","1400 US Highway 76 East","Hiawassee","GA","30546","258","06, 07, 08","","76.9","1","0","2","5","1","91",31.7,15,1,"","","","","","","","73.7","90.1","39.3","87","76.9","65.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3","40.7","36.8","8.2","7.4","40.2","42.4","10","20.3","33.8","32.4","13.5","10.8","39.2","31.1","18.9","","","4","12.8",""
"2019","SCHOOL","7390104","Pioneer RESA","739","Towns County","Towns County Middle School","0104","N","M","http://www.towns.k12.ga.us/","(706)896-4131","1400 US Highway 76 East","Hiawassee","GA","30546","242","06, 07, 08","","82.1","1","0","1","7","0","90",23.5,11,1,"","","","","","","","78.3","87.2","71.4","86.8","82.1","76.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","39.5","41","8.6","9.6","39.9","36.1","14.4","22.2","44.4","27.8","5.6","7","31","45.1","16.9","","2","5","11.1","12884.68"
"2020","SCHOOL","7390104","Pioneer RESA","739","Towns County","Towns County Middle School","0104","N","M","http://www.towns.k12.ga.us/","(706)896-4131","1400 US Highway 76 East","Hiawassee","GA","30546","265","06, 07, 08","","","2","0","2","6","1","90",21.9,15.1,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","12654.43"
"2021","SCHOOL","7390104","Pioneer RESA","739","Towns County","Towns County Middle School","0104","N","M","http://www.towns.k12.ga.us/","(706)896-4131","1400 US Highway 76 East","Hiawassee","GA","30546","240","06, 07, 08","","","1","0","1","5","3","90",27.2,13.8,2,"","","","","","","","","","","","","76.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1","35.6","39","9.3","14.6","37.1","40","8.3","14.3","40","25.7","20","7.1","42.9","40","10","","","","15.6","14154.37"
"2022","SCHOOL","7390104","Pioneer RESA","739","Towns County","Towns County Middle School","0104","N","M","http://www.towns.k12.ga.us/","706.896.4131","1400 Highway 76 E","Hiawassee","GA","30546-3960","229","06, 07, 08","","",".4",".4",".4","4.4","3.1","91.3",19.9,15.7,1.7,"","","","","","","","73.1","TFS","","79.3","","65.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5","29.3","40.5","10.7","13.2","35.8","37.3","13.7","19.8","32.1","33.3","14.8","14.8","42","27.2","16.1","","","","11.8","15390.67"
"2023","SCHOOL","7390104","Pioneer RESA","739","Towns County","Towns County Middle School","0104","N","M","http://www.towns.k12.ga.us/","706.896.4131","1400 Highway 76 E","Hiawassee","GA","30546-3960","215","06, 07, 08","","91.5","1.9","0",".9","8.8","1.9","86.5",22.8,13,2.8,"","","","","","","","79.9","99.6","100","88.1","91.5","78.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7","32.5","46.1","11.7","4.4","41.8","41.3","12.6","15.4","30.8","41.5","12.3","10.8","33.9","38.5","16.9","","","","5.2","17623.02"
"2024","SCHOOL","7390104","Pioneer RESA","739","Towns County","Towns County Middle School","0104","N","M","http://www.towns.k12.ga.us/","706.896.4131","1400 Highway 76 E","Hiawassee","GA","30546-3960","227","06, 07, 08","","78.5","1.3",".9","1.3","9.7","1.3","85.5",57.5,16.3,4.4,"","","","","","","","79.4","99.7","18.2","85.6","78.5","81.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3","32.5","42.9","9.4","5.9","25.3","50.5","18.3","16.7","42.4","33.3","7.6","10.6","34.9","42.4","12.1","","2.5","5","10","18609.55"
"2025","SCHOOL","7390104","Pioneer RESA","739","Towns County","Towns County Middle School","0104","N","M","http://www.towns.k12.ga.us/","706.896.4131","1400 Highway 76 E","Hiawassee","GA","30546-3960","215","06, 07, 08","","82.6","2.3",".5",".9","8.8","1.4","86",49.7,20.5,3.3,"","","","","","","","81","91.9","59.4","85.9","82.6","82.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8","32.6","39.5","11.1","7.9","28.4","47.4","16.3","10.9","39.1","34.4","15.6","3.1","26.6","46.9","23.4","26.56","0.0","","8.6",""
"2018","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","N","H","http://www.towns.k12.ga.us/","(706)896-4131","1400 Highway 76 E","Hiawassee","GA","30546","346","09, 10, 11, 12","","73.8","2","0","1","3","1","93",20.4,9,1,"","","","","","","","","","","","","","76.1","64.8","58.3","75","96.6","73.8","12.4","35.1","43.3","9.3","17.6","43.2","33.8","5.4","13.8","27.5","38.8","20","17.3","29.6","40.7","12.3","83.2","26.7","97.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","9.8",""
"2019","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","N","H","http://www.towns.k12.ga.us/","(706)896-4131","1400 Highway 76 E","Hiawassee","GA","30546","305","09, 10, 11, 12","","85.3","2","0","0","3","3","92",17.9,12,0,"","","","","","","","","","","","","","82.2","82.9","95.8","76.9","98","85.3","9.7","14.5","66.1","9.7","31.5","50","18.5","0","6.5","19.4","58.1","16.1","8.3","31.3","35.4","25","77.9","48.9","97.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.28","2","4","7.8","14621.88"
"2020","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","N","H","http://www.towns.k12.ga.us/","(706)896-4131","1400 Highway 76 E","Hiawassee","GA","30546","292","09, 10, 11, 12","","","2","0","1","5","3","88",13.7,11.9,1,"","","","","","","","","","","","","","","","","","95","","","","","","","","","","","","","","","","","","","","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.45","","","7.9","15695.53"
"2021","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","N","H","http://www.towns.k12.ga.us/","(706)896-4131","1400 Highway 76 E","Hiawassee","GA","30546","331","09, 10, 11, 12","","","1","0","2","6","2","89",14.8,13.5,2,"","","","","","","","","","","","","","","","","","","","21","41.9","35.5","1.6","50.7","35.6","13.7","0","25.6","34.9","37.2","2.3","27.3","40.9","22.7","9.1","82","52.4","91.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.02","","","8.2","14167.34"
"2022","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","N","H","http://www.towns.k12.ga.us/","706.896.4131","1400 Highway 76 E","Hiawassee","GA","30546-3960","313","09, 10, 11, 12","","",".6",".3","1.6","6.7","1.6","89.1",16.8,13.1,1.3,"","","","","","","","","","","","","","73.9","TFS","","71.8","91.3","","18.9","31.1","39.2","10.8","10.8","48.7","31.1","9.5","16.7","24.2","45.5","13.6","11.8","36.8","35.5","15.8","","45.1","90.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","36.8","35.5","15.8","54.41","","","9.2","16069.02"
"2023","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","N","H","http://www.towns.k12.ga.us/","706.896.4131","1400 Highway 76 E","Hiawassee","GA","30546-3960","321","09, 10, 11, 12","","63.1",".6",".3","1.2","5.3",".9","91.6",13.2,13.4,1.2,"","","","","","","","","","","","","","66.6","51","12.5","83.1","93.5","63.1","14.7","48","30.7","6.7","26.3","30.3","31.6","11.8","20.3","42","29","8.7","12.5","41.7","30.6","15.3","77.5","100","94.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.04","","","5.3","17708.97"
"2024","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","N","H","http://www.towns.k12.ga.us/","706.896.4131","1400 Highway 76 E","Hiawassee","GA","30546-3960","299","09, 10, 11, 12","","80.2",".7","0","1","5.7","1.3","91.3",42.4,13.4,1.7,"","","","","","","","","","","","","","83.2","63.1","100","81.3","94.1","80.2","7.1","34.3","47.1","11.4","8.5","33.8","39.4","18.3","10.7","32.1","44.6","12.5","7.6","25.8","50","16.7","77.1","92.5","93.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.95","2","2","5.9","19532.98"
"2025","SCHOOL","7390204","Pioneer RESA","739","Towns County","Towns County High School","0204","N","H","http://www.towns.k12.ga.us/","706.896.4131","1400 Highway 76 E","Hiawassee","GA","30546-3960","301","09, 10, 11, 12","","74.3",".7",".3",".3","6.3","2","90.4",38.4,13,2.3,"","","","","","","","","","","","","","77.2","79.4","16.7","76.6","94.7","74.3","17.4","34.8","40.6","7.3","10.7","30.7","48","10.7","13.2","38.2","36.8","11.8","7.3","27.5","49.3","15.9","72.8","86.3","94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","9.7",""
"2018","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","N","EMH","http://www.treutlen.k12.ga.us/","(912)529-7101","5040 South Third Street","Soperton","GA","30457","1144","DISTRICT","","58.8","0","0","40","3","4","54",44.8,14,0,"52.5","69.4","77.8","65.6","64.8","37.2","42.7","45.1","78.7","41.7","75.4","62.4","54","48.9","84.7","75","64.5","83.6","69.8","32.7","42.9","22.4","2","31.3","44.6","24.1","0","17.1","14.3","62.9","5.7","35.3","41.2","20.6","2.9","49.3","87.6","81.7","31.5","40","22.7","5.8","16.3","45.1","33.9","4.7","51.7","30.3","13.5","4.5","41.6","44.9","10.1","3.4","43","30.2","24.3","2.6","37.4","41.3","17.4","3.8","46","42.9","11.1","0","47.6","47.6","4.8","0","","3","","11.3","9407.5"
"2019","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","N","EMH","http://www.treutlen.k12.ga.us/","(912)529-7101","5040 South Third Street","Soperton","GA","30457","1127","DISTRICT","","58.8","0.0","0.0","40.0","3.0","4.0","54.0",44.8,14,0,"53.2","56.7","44.4","62.2","54.9","37.2","42.7","40.7","66.1","11.1","72.2","51.5","54","52.8","86.1","81.3","68.9","83.5","72.7","32.7","42.9","22.4","2","31.3","44.6","24.1","0","17.1","14.3","62.9","5.7","35.3","41.2","20.6","2.9","49.3","87.6","81.7","31.5","40","22.7","5.8","16.3","45.1","33.9","4.7","51.7","30.3","13.5","4.5","41.6","44.9","10.1","3.4","43","30.2","24.3","2.6","37.4","41.3","17.4","3.8","46","42.9","11.1","0","47.6","47.6","4.8","0","53.73","3","","11.3","9407.5"
"2020","DISTRICT","740","Heart of Georgia RESA","740","Treutlen County","Treutlen County","740","N","EH","http://www.treutlen.k12.ga.us/","(912)529-7101","5040 South Third Street","Soperton","GA","30457","1096","DISTRICT","","","0.0","0.0","39.0","3.0","4.0","54.0",41.2,14.4,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.15","","","8.8","10274.78"
