"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","Cluster","SINGLESCORE","CONTENT_MASTERYE","PROGRESSE","CLOSING_GAPE","READINESSE","CCRPISCOREE","CONTENT_MASTERYM","PROGRESSM","CLOSING_GAPM","READINESSM","CCRPISCOREM","CONTENT_MASTERYH","PROGRESSH","CLOSING_GAPH","READINESSH","GRADUATION_RATEH","CCRPISCOREH"
"2020","SCHOOL","6380299","West Georgia RESA","638","Coweta County","Madras Middle School","0299","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6380299","West Georgia RESA","638","Coweta County","Madras Middle School","0299","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6380299","West Georgia RESA","638","Coweta County","Madras Middle School","0299","M","","","","","","","79.8","TFS","","82.3","","","","","","",""
"2023","SCHOOL","6380299","West Georgia RESA","638","Coweta County","Madras Middle School","0299","M","64.3","","","","","","72.8","72.9","0","84.8","64.3","","","","","",""
"2024","SCHOOL","6380299","West Georgia RESA","638","Coweta County","Madras Middle School","0299","M","81.8","","","","","","78.7","83.7","75","88.1","81.8","","","","","",""
"2025","SCHOOL","6380299","West Georgia RESA","638","Coweta County","Madras Middle School","0299","M","87.4","","","","","","85.9","84.7","95","88.9","87.4","","","","","",""
"2018","SCHOOL","6380301","West Georgia RESA","638","Coweta County","Smokey Road Middle School","0301","M","71.2","","","","","","60.8","90.1","34.6","81.2","71.2","","","","","",""
"2019","SCHOOL","6380301","West Georgia RESA","638","Coweta County","Smokey Road Middle School","0301","M","71.0","","","","","","61","82.3","51.9","80.6","71.0","","","","","",""
"2020","SCHOOL","6380301","West Georgia RESA","638","Coweta County","Smokey Road Middle School","0301","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6380301","West Georgia RESA","638","Coweta County","Smokey Road Middle School","0301","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6380301","West Georgia RESA","638","Coweta County","Smokey Road Middle School","0301","M","","","","","","","49.3","TFS","","72.6","","","","","","",""
"2023","SCHOOL","6380301","West Georgia RESA","638","Coweta County","Smokey Road Middle School","0301","M","67.8","","","","","","52.7","76","62.5","80","67.8","","","","","",""
"2024","SCHOOL","6380301","West Georgia RESA","638","Coweta County","Smokey Road Middle School","0301","M","59.1","","","","","","46.6","71.4","27.5","80.1","59.1","","","","","",""
"2025","SCHOOL","6380301","West Georgia RESA","638","Coweta County","Smokey Road Middle School","0301","M","70.2","","","","","","54.9","69.4","89.3","80.4","70.2","","","","","",""
"2018","SCHOOL","6380389","West Georgia RESA","638","Coweta County","East Coweta High School","0389","H","77.9","","","","","","","","","","","68.8","85.6","77.8","76.1","82.4","77.9"
"2019","SCHOOL","6380389","West Georgia RESA","638","Coweta County","East Coweta High School","0389","H","82.2","","","","","","","","","","","74.4","85.4","100","76.1","85.3","82.2"
"2020","SCHOOL","6380389","West Georgia RESA","638","Coweta County","East Coweta High School","0389","H","","","","","","","","","","","","","","","","90.2",""
"2021","SCHOOL","6380389","West Georgia RESA","638","Coweta County","East Coweta High School","0389","H","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6380389","West Georgia RESA","638","Coweta County","East Coweta High School","0389","H","","","","","","","","","","","","69.1","67.5","","70.6","91.8",""
"2023","SCHOOL","6380389","West Georgia RESA","638","Coweta County","East Coweta High School","0389","H","68.5","","","","","","","","","","","66.1","69.6","38.9","69","90.8","68.5"
"2024","SCHOOL","6380389","West Georgia RESA","638","Coweta County","East Coweta High School","0389","H","81.7","","","","","","","","","","","74.6","88.7","83.3","72","90.4","81.7"
"2025","SCHOOL","6380389","West Georgia RESA","638","Coweta County","East Coweta High School","0389","H","74.1","","","","","","","","","","","69.8","82","34.7","75.2","92.3","74.1"
"2018","SCHOOL","6380395","West Georgia RESA","638","Coweta County","Arnall Middle School","0395","M","86.3","","","","","","71.4","94.7","100","83.6","86.3","","","","","",""
"2019","SCHOOL","6380395","West Georgia RESA","638","Coweta County","Arnall Middle School","0395","M","89.8","","","","","","77.9","97.7","100","86","89.8","","","","","",""
"2020","SCHOOL","6380395","West Georgia RESA","638","Coweta County","Arnall Middle School","0395","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6380395","West Georgia RESA","638","Coweta County","Arnall Middle School","0395","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6380395","West Georgia RESA","638","Coweta County","Arnall Middle School","0395","M","","","","","","","63","67.1","","75.5","","","","","","",""
"2023","SCHOOL","6380395","West Georgia RESA","638","Coweta County","Arnall Middle School","0395","M","68.8","","","","","","58.2","80.2","45.3","82.1","68.8","","","","","",""
"2024","SCHOOL","6380395","West Georgia RESA","638","Coweta County","Arnall Middle School","0395","M","72.4","","","","","","61.7","88.7","43.5","82.2","72.4","","","","","",""
"2025","SCHOOL","6380395","West Georgia RESA","638","Coweta County","Arnall Middle School","0395","M","69.0","","","","","","59.4","79.8","45.6","82.1","69.0","","","","","",""
"2022","SCHOOL","6380490","West Georgia RESA","638","Coweta County","Blake Bass Middle School","0490","M","","","","","","","79.9","","","84.7","","","","","","",""
"2023","SCHOOL","6380490","West Georgia RESA","638","Coweta County","Blake Bass Middle School","0490","M","74.4","","","","","","76.8","83.9","30","87.4","74.4","","","","","",""
"2024","SCHOOL","6380490","West Georgia RESA","638","Coweta County","Blake Bass Middle School","0490","M","80.1","","","","","","80.7","82.6","62.5","88.2","80.1","","","","","",""
"2025","SCHOOL","6380490","West Georgia RESA","638","Coweta County","Blake Bass Middle School","0490","M","93.7","","","","","","90.5","95.8","100","90.2","93.7","","","","","",""
"2018","SCHOOL","6381050","West Georgia RESA","638","Coweta County","Arnco-Sargent Elementary School","1050","E","71.8","58.6","83.5","60","79.8","71.8","","","","","","","","","","",""
"2019","SCHOOL","6381050","West Georgia RESA","638","Coweta County","Arnco-Sargent Elementary School","1050","E","70.7","59.2","83.5","50","80.9","70.7","","","","","","","","","","",""
"2020","SCHOOL","6381050","West Georgia RESA","638","Coweta County","Arnco-Sargent Elementary School","1050","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6381050","West Georgia RESA","638","Coweta County","Arnco-Sargent Elementary School","1050","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6381050","West Georgia RESA","638","Coweta County","Arnco-Sargent Elementary School","1050","E","","63.6","100.00+","","72.6","","","","","","","","","","","",""
"2023","SCHOOL","6381050","West Georgia RESA","638","Coweta County","Arnco-Sargent Elementary School","1050","E","71.5","63","82.6","47.1","83","71.5","","","","","","","","","","",""
"2024","SCHOOL","6381050","West Georgia RESA","638","Coweta County","Arnco-Sargent Elementary School","1050","E","53.9","56.8","58.4","0","82.5","53.9","","","","","","","","","","",""
"2025","SCHOOL","6381050","West Georgia RESA","638","Coweta County","Arnco-Sargent Elementary School","1050","E","74.3","60.5","91.1","50","83.6","74.3","","","","","","","","","","",""
"2018","SCHOOL","6381054","West Georgia RESA","638","Coweta County","Ruth Hill Elementary School","1054","E","72.1","65","87.4","42.5","78.2","72.1","","","","","","","","","","",""
"2019","SCHOOL","6381054","West Georgia RESA","638","Coweta County","Ruth Hill Elementary School","1054","E","83.9","73.3","91.7","88.6","82.6","83.9","","","","","","","","","","",""
"2020","SCHOOL","6381054","West Georgia RESA","638","Coweta County","Ruth Hill Elementary School","1054","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6381054","West Georgia RESA","638","Coweta County","Ruth Hill Elementary School","1054","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6381054","West Georgia RESA","638","Coweta County","Ruth Hill Elementary School","1054","E","","58.5","TFS","","73.1","","","","","","","","","","","",""
"2023","SCHOOL","6381054","West Georgia RESA","638","Coweta County","Ruth Hill Elementary School","1054","E","59.2","54.7","55.6","46.7","81.6","59.2","","","","","","","","","","",""
"2024","SCHOOL","6381054","West Georgia RESA","638","Coweta County","Ruth Hill Elementary School","1054","E","57.9","57.2","47.9","50","82","57.9","","","","","","","","","","",""
"2025","SCHOOL","6381054","West Georgia RESA","638","Coweta County","Ruth Hill Elementary School","1054","E","65.6","61.2","56.1","71.9","84.1","65.6","","","","","","","","","","",""
"2018","SCHOOL","6381056","West Georgia RESA","638","Coweta County","Evans Middle School","1056","M","80.5","","","","","","63.3","87","98.1","81.6","80.5","","","","","",""
"2019","SCHOOL","6381056","West Georgia RESA","638","Coweta County","Evans Middle School","1056","M","77.4","","","","","","67.1","87.2","67.9","82.8","77.4","","","","","",""
"2020","SCHOOL","6381056","West Georgia RESA","638","Coweta County","Evans Middle School","1056","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6381056","West Georgia RESA","638","Coweta County","Evans Middle School","1056","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6381056","West Georgia RESA","638","Coweta County","Evans Middle School","1056","M","","","","","","","56.9","31.8","","71.4","","","","","","",""
"2023","SCHOOL","6381056","West Georgia RESA","638","Coweta County","Evans Middle School","1056","M","70.3","","","","","","58.2","75","69.6","80.4","70.3","","","","","",""
"2024","SCHOOL","6381056","West Georgia RESA","638","Coweta County","Evans Middle School","1056","M","67.5","","","","","","59.2","67.3","65.9","81","67.5","","","","","",""
"2025","SCHOOL","6381056","West Georgia RESA","638","Coweta County","Evans Middle School","1056","M","72.0","","","","","","61.8","75.4","71.4","81.8","72.0","","","","","",""
"2018","SCHOOL","6382050","West Georgia RESA","638","Coweta County","Atkinson Elementary School","2050","E","79.5","68.3","80.2","97.5","81.8","79.5","","","","","","","","","","",""
"2019","SCHOOL","6382050","West Georgia RESA","638","Coweta County","Atkinson Elementary School","2050","E","65.6","65","74.5","27.3","79.7","65.6","","","","","","","","","","",""
"2020","SCHOOL","6382050","West Georgia RESA","638","Coweta County","Atkinson Elementary School","2050","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6382050","West Georgia RESA","638","Coweta County","Atkinson Elementary School","2050","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6382050","West Georgia RESA","638","Coweta County","Atkinson Elementary School","2050","E","","56.3","89.5","","72.1","","","","","","","","","","","",""
"2023","SCHOOL","6382050","West Georgia RESA","638","Coweta County","Atkinson Elementary School","2050","E","77.5","58.1","94.6","72.2","80.8","77.5","","","","","","","","","","",""
"2024","SCHOOL","6382050","West Georgia RESA","638","Coweta County","Atkinson Elementary School","2050","E","64.1","59.5","73.2","31.8","79.2","64.1","","","","","","","","","","",""
"2025","SCHOOL","6382050","West Georgia RESA","638","Coweta County","Atkinson Elementary School","2050","E","62.4","55.4","69.3","31.3","84","62.4","","","","","","","","","","",""
"2018","SCHOOL","6382052","West Georgia RESA","638","Coweta County","Eastside Elementary School","2052","E","82.4","64.4","90.2","100","82.6","82.4","","","","","","","","","","",""
"2019","SCHOOL","6382052","West Georgia RESA","638","Coweta County","Eastside Elementary School","2052","E","80.4","70.6","85.3","84.4","83.3","80.4","","","","","","","","","","",""
"2020","SCHOOL","6382052","West Georgia RESA","638","Coweta County","Eastside Elementary School","2052","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6382052","West Georgia RESA","638","Coweta County","Eastside Elementary School","2052","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6382052","West Georgia RESA","638","Coweta County","Eastside Elementary School","2052","E","","67.1","","","76.4","","","","","","","","","","","",""
"2023","SCHOOL","6382052","West Georgia RESA","638","Coweta County","Eastside Elementary School","2052","E","86.8","76.2","89","100","88.6","86.8","","","","","","","","","","",""
"2024","SCHOOL","6382052","West Georgia RESA","638","Coweta County","Eastside Elementary School","2052","E","80.0","79.8","76","75","91.2","80.0","","","","","","","","","","",""
"2025","SCHOOL","6382052","West Georgia RESA","638","Coweta County","Eastside Elementary School","2052","E","78.0","80.4","75.4","61.5","91.1","78.0","","","","","","","","","","",""
"2018","SCHOOL","6382056","West Georgia RESA","638","Coweta County","Northside Elementary School","2056","E","85.2","77.1","94.5","81.3","83.8","85.2","","","","","","","","","","",""
"2019","SCHOOL","6382056","West Georgia RESA","638","Coweta County","Northside Elementary School","2056","E","89.7","84.8","91.1","100","86.8","89.7","","","","","","","","","","",""
"2020","SCHOOL","6382056","West Georgia RESA","638","Coweta County","Northside Elementary School","2056","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6382056","West Georgia RESA","638","Coweta County","Northside Elementary School","2056","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6382056","West Georgia RESA","638","Coweta County","Northside Elementary School","2056","E","","80.6","TFS","","79.3","","","","","","","","","","","",""
"2023","SCHOOL","6382056","West Georgia RESA","638","Coweta County","Northside Elementary School","2056","E","79.1","80.3","74.7","73.3","89.2","79.1","","","","","","","","","","",""
"2024","SCHOOL","6382056","West Georgia RESA","638","Coweta County","Northside Elementary School","2056","E","77.5","83.5","69.9","66.7","89.7","77.5","","","","","","","","","","",""
"2025","SCHOOL","6382056","West Georgia RESA","638","Coweta County","Northside Elementary School","2056","E","72.6","79.7","70.3","43.3","88","72.6","","","","","","","","","","",""
