"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","SCHOOL_CODE_CHANGE_IND","Cluster","WEBSITE","PHONE_NUMBER","STREET","CITY","STATE","ZIP_CODE","TOTAL_ENROLL","GRADES","SSAS","SINGLESCORE","THIRD_GRADE_READING","FIFTH_GRADE_READING","EIGHTH_GRADE_READING","COLLEGE_READINESS","ACCELERATED_COURSE_TAKING","FOUR_YEAR_GRADUATION_RATE","COLLEGEENROLLMENT"
"2024","SCHOOL","7070298","Griffin RESA","707","Newton County","West Newton Elementary School","0298","N","E","http://www.newtoncountyschools.org/","770.385.6472","13387 Brown Bridge Rd","Covington","GA","30016-4116","703","PK, KK, 01, 02, 03, 04, 05","","53.4","20.2","29.9","","","","",""
"2025","SCHOOL","7070298","Griffin RESA","707","Newton County","West Newton Elementary School","0298","N","E","http://www.newtoncountyschools.org/","770.385.6472","13387 Brown Bridge Rd","Covington","GA","30016-4116","733","PK, KK, 01, 02, 03, 04, 05","","68.5","23.8","38.4","","","","",""
"2018","SCHOOL","7070398","Griffin RESA","707","Newton County","Indian Creek Middle School","0398","N","M","http://www.newtoncountyschools.org/","(770)385-6453","11051 South Covington By-Pass Road","Covington","GA","30014","1064","06, 07, 08","","56.1","","","56.4","","","",""
"2019","SCHOOL","7070398","Griffin RESA","707","Newton County","Indian Creek Middle School","0398","N","M","http://www.newtoncountyschools.org/","(770)385-6453","11051 South Covington By-Pass Road","Covington","GA","30014","1021","06, 07, 08","","51.2","","","49.4","","","",""
"2020","SCHOOL","7070398","Griffin RESA","707","Newton County","Indian Creek Middle School","0398","N","M","http://www.newtoncountyschools.org/","(770)385-6453","11051 South Covington By-Pass Road","Covington","GA","30014","1022","06, 07, 08","","","","","","","","",""
"2021","SCHOOL","7070398","Griffin RESA","707","Newton County","Indian Creek Middle School","0398","N","M","http://www.newtoncountyschools.org/","(770)385-6453","11051 South Covington By-Pass Road","Covington","GA","30014","977","06, 07, 08","","","","","43.5","","","",""
"2022","SCHOOL","7070398","Griffin RESA","707","Newton County","Indian Creek Middle School","0398","N","M","http://www.newtoncountyschools.org/","770.385.6453","11051 By Pass Rd","Covington","GA","30014-3806","968","06, 07, 08","","","","","44.7","","","",""
"2023","SCHOOL","7070398","Griffin RESA","707","Newton County","Indian Creek Middle School","0398","N","M","http://www.newtoncountyschools.org/","770.385.6453","11051 By Pass Rd","Covington","GA","30014-3806","906","06, 07, 08","","47.5","","","38.7","","","",""
"2024","SCHOOL","7070398","Griffin RESA","707","Newton County","Indian Creek Middle School","0398","N","M","http://www.newtoncountyschools.org/","770.385.6453","11051 Covington By Pass Rd","Covington","GA","30014-3806","920","06, 07, 08","","66.7","","","46.6","","","",""
"2025","SCHOOL","7070398","Griffin RESA","707","Newton County","Indian Creek Middle School","0398","N","M","http://www.newtoncountyschools.org/","770.385.6453","11051 Covington By Pass Rd","Covington","GA","30014-3806","944","06, 07, 08","","57.6","","","31.9","","","","33.95"
"2018","SCHOOL","7071050","Griffin RESA","707","Newton County","East Newton Elementary School","1050","N","E","http://www.newtoncountyschools.org/","(770)784-2973","2286 Dixie Rd","Covington","GA","30014","532","PK, KK, 01, 02, 03, 04, 05","","79.4","61.1","62.3","","","","",""
"2019","SCHOOL","7071050","Griffin RESA","707","Newton County","East Newton Elementary School","1050","N","E","http://www.newtoncountyschools.org/","(770)784-2973","2286 Dixie Rd","Covington","GA","30014","570","PK, KK, 01, 02, 03, 04, 05","","72.4","51.8","59.3","","","","",""
"2020","SCHOOL","7071050","Griffin RESA","707","Newton County","East Newton Elementary School","1050","N","E","http://www.newtoncountyschools.org/","(770)784-2973","2286 Dixie Rd","Covington","GA","30014","597","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","7071050","Griffin RESA","707","Newton County","East Newton Elementary School","1050","N","E","http://www.newtoncountyschools.org/","(770)784-2973","2286 Dixie Rd","Covington","GA","30014","547","PK, KK, 01, 02, 03, 04, 05","","","38.1","51.3","","","","",""
"2022","SCHOOL","7071050","Griffin RESA","707","Newton County","East Newton Elementary School","1050","N","E","http://www.newtoncountyschools.org/","770.784.2973","2286 Dixie Rd","Covington","GA","30014-5444","561","PK, KK, 01, 02, 03, 04, 05","","","43.4","59.6","","","","",""
"2023","SCHOOL","7071050","Griffin RESA","707","Newton County","East Newton Elementary School","1050","N","E","http://www.newtoncountyschools.org/","770.784.2973","2286 Dixie Rd","Covington","GA","30014-5444","567","PK, KK, 01, 02, 03, 04, 05","","67.2","45.2","50.6","","","","",""
"2024","SCHOOL","7071050","Griffin RESA","707","Newton County","East Newton Elementary School","1050","N","E","http://www.newtoncountyschools.org/","770.784.2973","2286 Dixie Rd","Covington","GA","30014-5444","579","PK, KK, 01, 02, 03, 04, 05","","87.1","43.4","66.7","","","","",""
"2025","SCHOOL","7071050","Griffin RESA","707","Newton County","East Newton Elementary School","1050","N","E","http://www.newtoncountyschools.org/","770.784.2973","2286 Dixie Rd","Covington","GA","30014-5444","532","PK, KK, 01, 02, 03, 04, 05","","74.0","33.3","45.8","","","","",""
"2018","SCHOOL","7073050","Griffin RESA","707","Newton County","Livingston Elementary School","3050","N","E","http://www.newtoncountyschools.org/","(770)784-2930","3657 Highway 81 S","Covington","GA","30016","479","PK, KK, 01, 02, 03, 04, 05","","65.9","27.3","46.6","","","","",""
"2019","SCHOOL","7073050","Griffin RESA","707","Newton County","Livingston Elementary School","3050","N","E","http://www.newtoncountyschools.org/","(770)784-2930","3657 Highway 81 S","Covington","GA","30016","461","PK, KK, 01, 02, 03, 04, 05","","64.1","42.2","47.4","","","","",""
"2020","SCHOOL","7073050","Griffin RESA","707","Newton County","Livingston Elementary School","3050","N","E","http://www.newtoncountyschools.org/","(770)784-2930","3657 Highway 81 S","Covington","GA","30016","471","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","7073050","Griffin RESA","707","Newton County","Livingston Elementary School","3050","N","E","http://www.newtoncountyschools.org/","(770)784-2930","3657 Highway 81 S","Covington","GA","30016","423","PK, KK, 01, 02, 03, 04, 05","","","13.6","32.4","","","","",""
"2022","SCHOOL","7073050","Griffin RESA","707","Newton County","Livingston Elementary School","3050","N","E","http://www.newtoncountyschools.org/","770.784.2930","3657 Highway 81 S","Covington","GA","30016-7530","428","PK, KK, 01, 02, 03, 04, 05","","","21.8","30.9","","","","",""
"2023","SCHOOL","7073050","Griffin RESA","707","Newton County","Livingston Elementary School","3050","N","E","http://www.newtoncountyschools.org/","770.784.2930","3657 Highway 81 S","Covington","GA","30016-7530","423","PK, KK, 01, 02, 03, 04, 05","","50.7","18","35.8","","","","",""
"2024","SCHOOL","7073050","Griffin RESA","707","Newton County","Livingston Elementary School","3050","N","E","http://www.newtoncountyschools.org/","770.784.2930","3657 Highway 81 S","Covington","GA","30016-7530","438","PK, KK, 01, 02, 03, 04, 05","","68.7","30.9","37.9","","","","",""
"2025","SCHOOL","7073050","Griffin RESA","707","Newton County","Livingston Elementary School","3050","N","E","http://www.newtoncountyschools.org/","770.784.2930","3657 Highway 81 S","Covington","GA","30016-7530","382","PK, KK, 01, 02, 03, 04, 05","","62.7","27.3","33.3","","","","",""
"2018","SCHOOL","7074050","Griffin RESA","707","Newton County","Mansfield Elementary School","4050","N","E","http://www.newtoncountyschools.org/","(770)784-2948","45 E Third Ave","Mansfield","GA","30055","431","PK, KK, 01, 02, 03, 04, 05","","84.2","57.4","60.5","","","","",""
"2019","SCHOOL","7074050","Griffin RESA","707","Newton County","Mansfield Elementary School","4050","N","E","http://www.newtoncountyschools.org/","(770)784-2948","45 E Third Ave","Mansfield","GA","30055","415","PK, KK, 01, 02, 03, 04, 05","","73.9","42.3","71.4","","","","",""
"2020","SCHOOL","7074050","Griffin RESA","707","Newton County","Mansfield Elementary School","4050","N","E","http://www.newtoncountyschools.org/","(770)784-2948","45 E Third Ave","Mansfield","GA","30055","435","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","7074050","Griffin RESA","707","Newton County","Mansfield Elementary School","4050","N","E","http://www.newtoncountyschools.org/","(770)784-2948","45 E Third Ave","Mansfield","GA","30055","388","PK, KK, 01, 02, 03, 04, 05","","","48.9","73.1","","","","",""
"2022","SCHOOL","7074050","Griffin RESA","707","Newton County","Mansfield Elementary School","4050","N","E","http://www.newtoncountyschools.org/","770.784.2948","45 E Third Ave","Mansfield","GA","30055-2700","404","PK, KK, 01, 02, 03, 04, 05","","","43.8","48","","","","",""
"2023","SCHOOL","7074050","Griffin RESA","707","Newton County","Mansfield Elementary School","4050","N","E","http://www.newtoncountyschools.org/","770.784.2948","45 E Third Ave","Mansfield","GA","30055-2700","384","PK, KK, 01, 02, 03, 04, 05","","85.3","61.5","46.2","","","","",""
"2024","SCHOOL","7074050","Griffin RESA","707","Newton County","Mansfield Elementary School","4050","N","E","http://www.newtoncountyschools.org/","770.784.2948","45 E Third Ave","Mansfield","GA","30055-2700","389","PK, KK, 01, 02, 03, 04, 05","","85.9","55.9","66.7","","","","",""
"2025","SCHOOL","7074050","Griffin RESA","707","Newton County","Mansfield Elementary School","4050","N","E","http://www.newtoncountyschools.org/","770.784.2948","45 E Third Ave","Mansfield","GA","30055-2700","376","PK, KK, 01, 02, 03, 04, 05","","73.8","48.3","50.9","","","","",""
"2018","SCHOOL","7074550","Griffin RESA","707","Newton County","Heard-Mixon Elementary School","4550","N","E","http://www.newtoncountyschools.org/","(770)784-2980","14110 Highway 36","Covington","GA","30014","466","PK, KK, 01, 02, 03, 04, 05","","70.1","44","45.1","","","","",""
"2019","SCHOOL","7074550","Griffin RESA","707","Newton County","Heard-Mixon Elementary School","4550","N","E","http://www.newtoncountyschools.org/","(770)784-2980","14110 Highway 36","Covington","GA","30014","444","PK, KK, 01, 02, 03, 04, 05","","64.6","45.8","54.1","","","","",""
"2020","SCHOOL","7074550","Griffin RESA","707","Newton County","Heard-Mixon Elementary School","4550","N","E","http://www.newtoncountyschools.org/","(770)784-2980","14110 Highway 36","Covington","GA","30014","417","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","7074550","Griffin RESA","707","Newton County","Heard-Mixon Elementary School","4550","N","E","http://www.newtoncountyschools.org/","(770)784-2980","14110 Highway 36","Covington","GA","30014","386","PK, KK, 01, 02, 03, 04, 05","","","15","35.3","","","","",""
"2022","SCHOOL","7074550","Griffin RESA","707","Newton County","Heard-Mixon Elementary School","4550","N","E","http://www.newtoncountyschools.org/","770.784.2980","14110 Highway 36","Covington","GA","30014-5602","413","PK, KK, 01, 02, 03, 04, 05","","","32.1","41.2","","","","",""
"2023","SCHOOL","7074550","Griffin RESA","707","Newton County","Heard-Mixon Elementary School","4550","N","E","http://www.newtoncountyschools.org/","770.784.2980","14110 Highway 36","Covington","GA","30014-5602","441","PK, KK, 01, 02, 03, 04, 05","","56.1","42","31.7","","","","",""
"2024","SCHOOL","7074550","Griffin RESA","707","Newton County","Heard-Mixon Elementary School","4550","N","E","http://www.newtoncountyschools.org/","770.784.2980","14110 Highway 36","Covington","GA","30014-5602","449","PK, KK, 01, 02, 03, 04, 05","","64.7","25.6","41.4","","","","",""
"2025","SCHOOL","7074550","Griffin RESA","707","Newton County","Heard-Mixon Elementary School","4550","N","E","http://www.newtoncountyschools.org/","770.784.2980","14110 Highway 36","Covington","GA","30014-5602","443","PK, KK, 01, 02, 03, 04, 05","","67.7","16.9","45.6","","","","",""
"2018","SCHOOL","7075050","Griffin RESA","707","Newton County","Porterdale Elementary School","5050","N","E","http://www.newtoncountyschools.org/","(770)784-2928","45 Ram Dr","Covington","GA","30014","425","PK, KK, 01, 02, 03, 04, 05","","56.0","33.3","29.7","","","","",""
"2019","SCHOOL","7075050","Griffin RESA","707","Newton County","Porterdale Elementary School","5050","N","E","http://www.newtoncountyschools.org/","(770)784-2928","45 Ram Dr","Covington","GA","30014","470","PK, KK, 01, 02, 03, 04, 05","","52.2","27","28","","","","",""
"2020","SCHOOL","7075050","Griffin RESA","707","Newton County","Porterdale Elementary School","5050","N","E","http://www.newtoncountyschools.org/","(770)784-2928","45 Ram Dr","Covington","GA","30014","451","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","7075050","Griffin RESA","707","Newton County","Porterdale Elementary School","5050","N","E","http://www.newtoncountyschools.org/","(770)784-2928","45 Ram Dr","Covington","GA","30014","406","PK, KK, 01, 02, 03, 04, 05","","","16.1","25.7","","","","",""
"2022","SCHOOL","7075050","Griffin RESA","707","Newton County","Porterdale Elementary School","5050","N","E","http://www.newtoncountyschools.org/","770.784.2928","45 Ram Dr","Covington","GA","30014-1958","420","PK, KK, 01, 02, 03, 04, 05","","","23.5","21","","","","",""
"2023","SCHOOL","7075050","Griffin RESA","707","Newton County","Porterdale Elementary School","5050","N","E","http://www.newtoncountyschools.org/","770.784.2928","45 Ram Dr","Covington","GA","30014-1958","415","PK, KK, 01, 02, 03, 04, 05","","67.4","21","21.8","","","","",""
"2024","SCHOOL","7075050","Griffin RESA","707","Newton County","Porterdale Elementary School","5050","N","E","http://www.newtoncountyschools.org/","770.784.2928","45 Ram Dr","Covington","GA","30014-1958","402","PK, KK, 01, 02, 03, 04, 05","","76.0","20","40.8","","","","",""
"2025","SCHOOL","7075050","Griffin RESA","707","Newton County","Porterdale Elementary School","5050","N","E","http://www.newtoncountyschools.org/","770.784.2928","45 Ram Dr","Covington","GA","30014-1958","413","PK, KK, 01, 02, 03, 04, 05","","77.3","16.1","37.1","","","","",""
"2018","DISTRICT","708","Northeast Georgia RESA","708","Oconee County","Oconee County","708","N","EMH","https://www.oconeeschools.org/","(706)769-5130","34 School Street","Watkinsville","GA","30677","8030","DISTRICT","","92.5","70.7","81","80.4","81.6","100","97.7",""
"2019","DISTRICT","708","Northeast Georgia RESA","708","Oconee County","Oconee County","708","N","EMH","https://www.oconeeschools.org/","(706)769-5130","34 School Street","Watkinsville","GA","30677","8253","DISTRICT","","92.5","70.7","81","80.4","81.6","100","97.7","77.57"
"2020","DISTRICT","708","Northeast Georgia RESA","708","Oconee County","Oconee County","708","N","EMH","https://www.oconeeschools.org/","(706)769-5130","34 School Street","Watkinsville","GA","30677","8341","DISTRICT","","","","","","","","97.5","75.46"
"2021","DISTRICT","708","Northeast Georgia RESA","708","Oconee County","Oconee County","708","N","EMH","https://www.oconeeschools.org/","(706)769-5130","34 School Street","Watkinsville","GA","30677","8515","DISTRICT","","","69.6","79.4","77.8","77.4","69.6","98.3","75.12"
"2022","DISTRICT","708","Northeast Georgia RESA","708","Oconee County","Oconee County","708","N","EMH","https://www.oconeeschools.org/","706-7695130","34 School Street","Watkinsville","GA","30677","8643","DISTRICT","","","69.2","79.1","81.1","","67.3","97.9","81.74"
"2023","DISTRICT","708","Northeast Georgia RESA","708","Oconee County","Oconee County","708","N","EMH","https://www.oconeeschools.org/","706.769.3235","34 School Street","Watkinsville","GA","30677-1633","8713","DISTRICT","","91.7","72.4","78","81.1","82.7","100","96.8","85.29"
"2024","DISTRICT","708","Northeast Georgia RESA","708","Oconee County","Oconee County","708","N","EMH","https://www.oconeeschools.org/","706.769-5130","34 School Street","Watkinsville","GA","30677","8664","DISTRICT","","95.3","66.9","81.3","83.6","83.3","100","99.1","82.46"
"2025","DISTRICT","708","Northeast Georgia RESA","708","Oconee County","Oconee County","708","N","EMH","https://www.oconeeschools.org/","N/A","34 School Street","Watkinsville","GA","30677","8636","DISTRICT","","94.1","65.6","79.5","78.6","82.6","100","99.7",""
"2018","SCHOOL","7080103","Northeast Georgia RESA","708","Oconee County","Rocky Branch Elementary School","0103","N","E","https://www.oconeeschools.org/","(706)769-3235","5250 Hog Mountain Rd","Bogart","GA","30622","812","KK, 01, 02, 03, 04, 05","","87.9","66.9","80.3","","","","",""
"2019","SCHOOL","7080103","Northeast Georgia RESA","708","Oconee County","Rocky Branch Elementary School","0103","N","E","https://www.oconeeschools.org/","(706)769-3235","5250 Hog Mountain Rd","Bogart","GA","30622","532","KK, 01, 02, 03, 04, 05","Highest Performing (Bronze)","94.1","75.9","80.7","","","","",""
"2020","SCHOOL","7080103","Northeast Georgia RESA","708","Oconee County","Rocky Branch Elementary School","0103","N","E","https://www.oconeeschools.org/","(706)769-3235","5250 Hog Mountain Rd","Bogart","GA","30622","519","KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","7080103","Northeast Georgia RESA","708","Oconee County","Rocky Branch Elementary School","0103","N","E","https://www.oconeeschools.org/","(706)769-3235","5250 Hog Mountain Rd","Bogart","GA","30622","587","PK, KK, 01, 02, 03, 04, 05","","","82.1","89","","","","",""
"2022","SCHOOL","7080103","Northeast Georgia RESA","708","Oconee County","Rocky Branch Elementary School","0103","N","E","https://www.oconeeschools.org/","706.769.3235","5250 Hog Mountain Rd","Watkinsville","GA","30677-1633","598","PK, KK, 01, 02, 03, 04, 05","","","71.4","86.3","","","","",""
"2023","SCHOOL","7080103","Northeast Georgia RESA","708","Oconee County","Rocky Branch Elementary School","0103","N","E","https://www.oconeeschools.org/","706.769.3235","5250 Hog Mountain Rd","Watkinsville","GA","30677-1633","595","PK, KK, 01, 02, 03, 04, 05","","97.2","73.6","92.9","","","","",""
"2024","SCHOOL","7080103","Northeast Georgia RESA","708","Oconee County","Rocky Branch Elementary School","0103","N","E","https://www.oconeeschools.org/","706.769.3235","5250 Hog Mountain Rd","Watkinsville","GA","30677-1633","640","PK, KK, 01, 02, 03, 04, 05","","95.2","64.9","84.8","","","","",""
"2025","SCHOOL","7080103","Northeast Georgia RESA","708","Oconee County","Rocky Branch Elementary School","0103","N","E","https://www.oconeeschools.org/","706.769.3235","5250 Hog Mountain Rd","Bogart","GA","30622-1133","605","PK, KK, 01, 02, 03, 04, 05","","96.9","67","75.8","","","","",""
"2018","SCHOOL","7080105","Northeast Georgia RESA","708","Oconee County","North Oconee High School","0105","N","H","https://www.oconeeschools.org/","(706)769-7760","1081 Rocky Branch Road","Bogart","GA","30622","1375","09, 10, 11, 12","Greatest Gains (Platinum)","94.1","","","","84","71.8","97",""
"2019","SCHOOL","7080105","Northeast Georgia RESA","708","Oconee County","North Oconee High School","0105","N","H","https://www.oconeeschools.org/","(706)769-7760","1081 Rocky Branch Road","Bogart","GA","30622","1409","09, 10, 11, 12","Greatest Gains (Platinum)/Highest Performing (Gold)","95.9","","","","84.1","100","97.4","85.52"
"2020","SCHOOL","7080105","Northeast Georgia RESA","708","Oconee County","North Oconee High School","0105","N","H","https://www.oconeeschools.org/","(706)769-7760","1081 Rocky Branch Road","Bogart","GA","30622","1446","09, 10, 11, 12","","","","","","","","98.2","83.73"
"2021","SCHOOL","7080105","Northeast Georgia RESA","708","Oconee County","North Oconee High School","0105","N","H","https://www.oconeeschools.org/","(706)769-7760","1081 Rocky Branch Road","Bogart","GA","30622","1512","09, 10, 11, 12","","","","","","81.6","66","98.9","81.42"
"2022","SCHOOL","7080105","Northeast Georgia RESA","708","Oconee County","North Oconee High School","0105","N","H","https://www.oconeeschools.org/","706.769.7760","1081 Rocky Branch Rd","Bogart","GA","30622-2799","1540","09, 10, 11, 12","","","","","","","65.6","98.3","85.55"
"2023","SCHOOL","7080105","Northeast Georgia RESA","708","Oconee County","North Oconee High School","0105","N","H","https://www.oconeeschools.org/","706.769.7760","1081 Rocky Branch Rd","Bogart","GA","30622-2799","1509","09, 10, 11, 12","","96.8","","","","86.7","100","98.6","84.81"
"2024","SCHOOL","7080105","Northeast Georgia RESA","708","Oconee County","North Oconee High School","0105","N","H","https://www.oconeeschools.org/","706.769.7760","1081 Rocky Branch Rd","Bogart","GA","30622-2799","1497","09, 10, 11, 12","","97.2","","","","84.7","100","99.5","85.01"
"2025","SCHOOL","7080105","Northeast Georgia RESA","708","Oconee County","North Oconee High School","0105","N","H","https://www.oconeeschools.org/","706.769.7760","1081 Rocky Branch Rd","Bogart","GA","30622-2799","1464","09, 10, 11, 12","","93.8","","","","85.6","100","100",""
"2018","SCHOOL","7080110","Northeast Georgia RESA","708","Oconee County","High Shoals Elementary School","0110","N","E","https://www.oconeeschools.org/","(706)310-1985","401 Hopping Rd","Bishop","GA","30621","563","PK, KK, 01, 02, 03, 04, 05","","81.0","64.2","74.5","","","","",""
"2019","SCHOOL","7080110","Northeast Georgia RESA","708","Oconee County","High Shoals Elementary School","0110","N","E","https://www.oconeeschools.org/","(706)310-1985","401 Hopping Rd","Bishop","GA","30621","552","PK, KK, 01, 02, 03, 04, 05","Greatest Gains (Bronze)","97.5","72.3","79.8","","","","",""
"2020","SCHOOL","7080110","Northeast Georgia RESA","708","Oconee County","High Shoals Elementary School","0110","N","E","https://www.oconeeschools.org/","(706)310-1985","401 Hopping Rd","Bishop","GA","30621","555","KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","7080110","Northeast Georgia RESA","708","Oconee County","High Shoals Elementary School","0110","N","E","https://www.oconeeschools.org/","(706)310-1985","401 Hopping Rd","Bishop","GA","30621","536","PK, KK, 01, 02, 03, 04, 05","","","65.1","81.7","","","","",""
"2022","SCHOOL","7080110","Northeast Georgia RESA","708","Oconee County","High Shoals Elementary School","0110","N","E","https://www.oconeeschools.org/","706.310.1985","401 Hopping Rd","Bishop","GA","30621-1661","541","PK, KK, 01, 02, 03, 04, 05","","","81","85.6","","","","",""
"2023","SCHOOL","7080110","Northeast Georgia RESA","708","Oconee County","High Shoals Elementary School","0110","N","E","https://www.oconeeschools.org/","706.310.1985","401 Hopping Rd","Bishop","GA","30621-1661","564","PK, KK, 01, 02, 03, 04, 05","","96.6","72.4","79.2","","","","",""
"2024","SCHOOL","7080110","Northeast Georgia RESA","708","Oconee County","High Shoals Elementary School","0110","N","E","https://www.oconeeschools.org/","706.310.1985","401 Hopping Rd","Bishop","GA","30621-1661","584","PK, KK, 01, 02, 03, 04, 05","","91.5","64.9","86.4","","","","",""
"2025","SCHOOL","7080110","Northeast Georgia RESA","708","Oconee County","High Shoals Elementary School","0110","N","E","https://www.oconeeschools.org/","706.310.1985","401 Hopping Rd","Bishop","GA","30621-1661","594","PK, KK, 01, 02, 03, 04, 05","","88.2","63.6","78.9","","","","",""
"2018","SCHOOL","7080188","Northeast Georgia RESA","708","Oconee County","Oconee County Primary School","0188","N","E","https://www.oconeeschools.org/","(706)769-7941","2290 Hog Mountain Rd","Watkinsville","GA","30677","411","PK, KK, 01, 02","","83.7","","","","","","",""
"2019","SCHOOL","7080188","Northeast Georgia RESA","708","Oconee County","Oconee County Primary School","0188","N","E","https://www.oconeeschools.org/","(706)769-7941","2290 Hog Mountain Rd","Watkinsville","GA","30677","421","PK, KK, 01, 02","","88.0","","","","","","",""
"2020","SCHOOL","7080188","Northeast Georgia RESA","708","Oconee County","Oconee County Primary School","0188","N","E","https://www.oconeeschools.org/","(706)769-7941","2290 Hog Mountain Rd","Watkinsville","GA","30677","467","PK, KK, 01, 02","","","","","","","","",""
"2021","SCHOOL","7080188","Northeast Georgia RESA","708","Oconee County","Oconee County Primary School","0188","N","E","https://www.oconeeschools.org/","(706)769-7941","2290 Hog Mountain Rd","Watkinsville","GA","30677","498","PK, KK, 01, 02","","","","","","","","",""
"2022","SCHOOL","7080188","Northeast Georgia RESA","708","Oconee County","Oconee County Primary School","0188","N","E","https://www.oconeeschools.org/","706.769.7941","2290 Hog Mountain Rd","Watkinsville","GA","30677-4807","520","PK, KK, 01, 02","","","","","","","","",""
"2023","SCHOOL","7080188","Northeast Georgia RESA","708","Oconee County","Oconee County Primary School","0188","N","E","https://www.oconeeschools.org/","706.769.7941","2290 Hog Mountain Rd","Watkinsville","GA","30677-4807","498","PK, KK, 01, 02","","88.9","72.4","78","","","","",""
"2024","SCHOOL","7080188","Northeast Georgia RESA","708","Oconee County","Oconee County Primary School","0188","N","E","https://www.oconeeschools.org/","706.769.7941","2290 Hog Mountain Rd","Watkinsville","GA","30677-4807","415","PK, KK, 01, 02","","98.6","","","","","","",""
"2025","SCHOOL","7080188","Northeast Georgia RESA","708","Oconee County","Oconee County Primary School","0188","N","E","https://www.oconeeschools.org/","706.769.7941","2290 Hog Mountain Rd","Watkinsville","GA","30677-4807","401","PK, KK, 01, 02","","89.3","","","","","","",""
"2018","SCHOOL","7080193","Northeast Georgia RESA","708","Oconee County","Oconee County Middle School","0193","N","M","https://www.oconeeschools.org/","(706)769-3575","1101 Mars Hill Rd","Watkinsville","GA","30677","885","06, 07, 08","","81.1","","","81.7","","","",""
"2019","SCHOOL","7080193","Northeast Georgia RESA","708","Oconee County","Oconee County Middle School","0193","N","M","https://www.oconeeschools.org/","(706)769-3575","1101 Mars Hill Rd","Watkinsville","GA","30677","940","06, 07, 08","","92.1","","","81","","","",""
"2020","SCHOOL","7080193","Northeast Georgia RESA","708","Oconee County","Oconee County Middle School","0193","N","M","https://www.oconeeschools.org/","(706)769-3575","1101 Mars Hill Rd","Watkinsville","GA","30677","951","06, 07, 08","","","","","","","","",""
"2021","SCHOOL","7080193","Northeast Georgia RESA","708","Oconee County","Oconee County Middle School","0193","N","M","https://www.oconeeschools.org/","(706)769-3575","1101 Mars Hill Rd","Watkinsville","GA","30677","988","06, 07, 08","","","","","79.2","","","",""
"2022","SCHOOL","7080193","Northeast Georgia RESA","708","Oconee County","Oconee County Middle School","0193","N","M","https://www.oconeeschools.org/","706.769.3575","1101 Mars Hill Rd","Watkinsville","GA","30677-4829","940","06, 07, 08","","","","","79.2","","","",""
"2023","SCHOOL","7080193","Northeast Georgia RESA","708","Oconee County","Oconee County Middle School","0193","N","M","https://www.oconeeschools.org/","706.769.3575","1101 Mars Hill Rd","Watkinsville","GA","30677-4829","969","06, 07, 08","","87.1","","","79.9","","","",""
"2024","SCHOOL","7080193","Northeast Georgia RESA","708","Oconee County","Oconee County Middle School","0193","N","M","https://www.oconeeschools.org/","706.769.3575","1101 Mars Hill Rd","Watkinsville","GA","30677-4829","919","06, 07, 08","","92.2","","","79.5","","","",""
"2025","SCHOOL","7080193","Northeast Georgia RESA","708","Oconee County","Oconee County Middle School","0193","N","M","https://www.oconeeschools.org/","706.769.3575","1101 Mars Hill Rd","Watkinsville","GA","30677-4829","968","06, 07, 08","","80.7","","","77.5","","","","17.07"
"2018","SCHOOL","7080197","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Elementary School","0197","N","E","https://www.oconeeschools.org/","(706)310-1998","2600 Malcom Bridge Road","Bogart","GA","30622","679","KK, 01, 02, 03, 04, 05","Greatest Gains (Silver)","90.9","70.1","80.5","","","","",""
"2019","SCHOOL","7080197","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Elementary School","0197","N","E","https://www.oconeeschools.org/","(706)310-1998","2600 Malcom Bridge Road","Bogart","GA","30622","455","KK, 01, 02, 03, 04, 05","Greatest Gains (Gold)/Highest Performing (Gold)","98.4","66.7","85.4","","","","",""
"2020","SCHOOL","7080197","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Elementary School","0197","N","E","https://www.oconeeschools.org/","(706)310-1998","2600 Malcom Bridge Road","Bogart","GA","30622","438","KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","7080197","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Elementary School","0197","N","E","https://www.oconeeschools.org/","(706)310-1998","2600 Malcom Bridge Road","Bogart","GA","30622","453","PK, KK, 01, 02, 03, 04, 05","","","69.6","82.4","","","","",""
"2022","SCHOOL","7080197","Northeast Georgia RESA","708","Oconee County","Malcom Bridge Elementary School","0197","N","E","https://www.oconeeschools.org/","770.725.6700","2600 Malcom Bridge Rd","Bogart","GA","30622-5320","425","PK, KK, 01, 02, 03, 04, 05","","","69.2","81.9","","","","",""
